title,abstract,pubdate
PENERAPAN BUSINESS INTELLIGENCE DENGAN ARTIFICIAL INTELLIGENCE PADA E-COMMERCE,"Pada era industri saat ini peningkatan teknologi dan akses internet banyak mengubah pandangan bisnis secara luas dan menciptakan perubahan yang signifikan dalam berbagai aspek, perkembangan teknologi dimanfaatkan untuk memberikan kemudahan dalam memenuhi kebutuhan manusia dan mempermudah pekerjaan sehari-hari. Kemajuan teknologi yang berkelanjutan yaitu dengan munculnya kecerdasan buatan (AI). Dalam konteks bisnis saat ini telah terjadi digitalisasi industri e-commerce, hal ini menjadi kekuatan utama yang mendorong pertumbuhan ekonomi digital. Teknologi AI dapat memberikan pengalaman yang lebih terarah kepada pelanggan, namun juga dapat menimbulkan dampak negatif jika tidak digunakan dengan baik. Penelitian ini menggunakan metode kualitatif dengan literatur review jurnal, yaitu dengan cara mengumpulkan data dan informasi yang bersumber dari jurnal-jurnal nasional dan internasional yang terbit 5 tahun terakhir. Penelitian ini bertujuan untuk menjawab pertanyaan seputar pengambilan keputusan yang dilakukan BI dan AI, peran AI, Data Warehouse dan OLAP dalam menentukan strategi bisnis, pentingnya penggunaan artificial intelligence, dan hubungan BI dengan strategi pemasaran di e-commerce. Penerapan Business Inteligence dengan Artificial Intelligence pada E-Commerce dapat membantu e-commerce dalam menganalisis data yang lebih cepat dan akurat serta BI juga dapat membantu dalam pengembangan strategi bisnis dengan memprediksi tren pasar yang sedang terjadi pada industri e-commerce. Collapse",7 June 2024
SISTEM PAKAR PENDIAGNOSA PENYAKIT MATA DENGAN METODE FORWARD CHAINING,"Sistem Pakar Pendiagnosa Penyakit Mata dengan Metode Forward Chaining adalah sebuah aplikasi berbasis kecerdasan buatan yang membantu dokter dalam mendiagnosa penyakit mata. Sistem ini bekerja dengan mengumpulkan gejala dari pasien dan menganalisisnya secara berurutan untuk mencapai diagnosis akhir. Menggunakan pengetahuan medis yang tersimpan dalam basis data, sistem ini mencocokkan gejala dengan penyakit mata yang mungkin terjadi. Metode forward chaining memungkinkan sistem ini untuk bergerak maju dalam rantai inferensi, mengidentifikasi diagnosis yang paling mungkin berdasarkan gejala yang ada. Hasil diagnosis digunakan sebagai panduan awal bagi dokter dalam membuat keputusan pengobatan. Selain meningkatkan akurasi diagnosis, sistem ini juga membantu mengurangi risiko kesalahan manusia. Dengan teknologi kecerdasan buatan yang terus berkembang, sistem pakar ini menjadi alat berharga dalam dunia medis untuk meningkatkan perawatan penyakit mata, mengurangi dampaknya pada pasien, dan memungkinkan pengobatan yang lebih efektif. Collapse",31 January 2024
"Analisis Model Fuzzy Time Series Chen, Cheng dan Singh pada Data Trend","Abstrak. Metode fuzzy time series adalah salah satu metode yang memanfaatkan kecerdasan buatan dengan kemampuan untuk bisa menangkap pola dari data yang telah ada sebelumnya. Kegiatan melakukan perbandingan pada model fuzzy time series sudah dilakukan oleh penelitian sebelumnya. Namun, pada penelitian sebelumnya hanya melakukan perbandingan model berdasarkan nilai akurasi prediksi pada data yang digunakan tanpa melihat perbedaan perhitungan dari masing-masing model. Untuk itu, penelitian ini mengkaji perbedaan model fuzzy time series Chen, Cheng, dan Singh, serta akurasinya pada peramalan data berpola trend. Model-model tersebut selanjutnya diaplikasikan untuk memprediksi data penumpang kereta api Jabodetabek periode Januari 2014 sampai Desember 2019. Hasil analisis model pada penelitian ini menunjukkan model Singh lebih baik dibandingkan model Chen. Model Cheng lebih baik dibandingkan model Chen. Hal tersebut sesuai dengan studi kasus pada data trend yang menghasilkan model Singh lebih akurat dibandingkan model Cheng dengan nilai MAPE model Singh sebesar 2,82%. Selanjutnya, model Cheng lebih baik dibandingkan dengan model Chen dengan nilai MAPE sebesar 5,7505% dan untuk nilai MAPE model Chen sebesar 7,2181%. 
Abstract. The fuzzy time series method is one method that utilizes artificial intelligence with the ability to capture patterns from pre-existing data. Activities to compare fuzzy time series models have been carried out by previous research. However, previous studies only compared models based on the prediction accuracy value on the data used without seeing the difference in calculations from each model. For this reason, this study examines the differences in the Chen, Cheng, and Singh fuzzy time series models, as well as their accuracy in forecasting trend-patterned data. The models are then applied to predict Jabodetabek train passenger data for the period January 2014 to December 2019. The results of the model analysis in this study show that the Singh model is better than the Chen model. Cheng model is better than Chen model. This is in accordance with the case study on trend data which resulted in the Singh model being more accurate than the Cheng model with the Singh model MAPE value of 2,82%. Furthermore, the Cheng model is better than the Chen model with a MAPE value of 5,7505% and for the Chen model MAPE value of 7,2181%. Collapse",13 June 2024
Perancangan Sistem Untuk Merekomendasikan Produk Skincare Menggunakan Metode NLP,"Teknologi informasi dan kecerdasan buatan dapat memberikan kontribusi signifikan untuk meningkatkan pengalaman konsumen dalam memilih produk skincare. Salah satu metode yang menjanjikan adalah Natural Language Processing (NLP), sebuah cabang dari kecerdasan buatan yang fokus pada pemahaman dan pengolahan bahasa manusia. Dengan memanfaatkan kemampuan NLP, kita dapat merancang sistem rekomendasi produk skincare yang dapat memahami preferensi dan kebutuhan user/konsumen berdasarkan permasalahan yang di alami. Penelitian ini mengusulkan pendekatan berbasis teks yang mengintegrasikan teknologi NLP dengan konsep sistem rekomendasi untuk mengatasi tantangan dalam merekomendasikan produk skincare yang sesuai dengan kebutuhan individual pengguna. Evaluasi sistem dilakukan melalui eksperimen menggunakan data ulasan aktual, serta perbandingan dengan metode rekomendasi yang sudah ada. Hasil eksperimen menunjukkan bahwa sistem yang diusulkan mampu memberikan rekomendasi produk skincare dengan akurasi dan relevansi yang tinggi. Collapse",23 October 2024
TRANSFORMASI DIGITAL : PERAN KEPEMIMPINAN DIGITAL,"Kepemimpinan memainkan peranan yang penting dalam mewujudkan transformasi digital. Pemimpin yang memiliki kemampuan dalam memimpin dan memafaatkan teknologi disebut pemimpin digital. Era perkembangan teknologi informasi, kecerdasan buatan dan penggunaan data besar dalam sektor pemerintah akan membantu dalam meningkatkan pelayanan dan mempercepat pekerjaan. Tujuan dari penelitian ini yaitu untuk mencari tahu peran kepemimpinan digital dalam transformasi digital disektor pemerintahan. Metode penelitian yang digunakan yaitu metode kualitatif dengan pendekatan studi Pustaka. Hasil penelitian menunjukan bahwa peranan kempimpinan digital sangat krusial dalam mewujudkan transformasi digital. Dengan memanfaatkan teknologi informasi proses kerja dalam sektor pemerintahan akan semakin terbantu. Selain itu dengan adanya penggunaan data besar proses pengambilan keputusan oleh pimpinan akan lebih dipermudah. Kata Kunci : Transformasi Digital, Kepempimpinan Digital, Pemerintahan Collapse",20 June 2022
Mohon Maaf atas Disrupsi AI: Persepsi Mahasiswa Terhadap Kecerdasan Buatan Di Dunia Pendidikan dan Dunia Industri,"ABSTRAK 
Keterlibatan Kecerdasan Buatan (Artificial Intelligence/AI) dalam dunia industri telah membawa perubahan signifikan dalam sektor jasa, kesehatan, pertanian, dan sektor lainnya. Keberadaan AI sangat penting bagi daya saing inovasi perusahaan dalam menciptakan produk dan layanan. Namun, terdapat fenomena standar ganda di kalangan mahasiswa. Sebagai konsumen, mereka menerima dan mempercayai produk yang diproduksi dengan bantuan AI. Di sisi lain, para pencari kerja khawatir bahwa AI akan menggantikan manusia di dunia kerja. Penelitian ini bertujuan untuk mendiagnosis sikap mahasiswa terhadap keterlibatan AI dalam industri dan memverifikasi efektivitas metode pendidikan saat ini dalam menghadapi perkembangan AI. Teknik yang digunakan meliputi survei terhadap mahasiswa di bidang teknologi untuk mengukur kesadaran mereka terhadap potensi dan implikasi AI, tingkat kekhawatiran mereka terhadap penggantian pekerja manusia, dan persetujuan mereka terhadap integrasi AI ke dalam kurikulum pendidikan. Hasil yang diharapkan adalah pemahaman mendalam tentang bagaimana perusahaan harus mengomunikasikan penggunaan otomatisasi dan digitalisasi dalam pemasaran dan bagaimana mahasiswa, sebagai calon pekerja, menanggapi kehadiran AI dalam industri. Temuan ini penting untuk menyesuaikan strategi pendidikan, industri, dan pemasaran di era digitalisasi dan otomatisasi yang terus berkembang. 
Kata kunci: Kecerdasan Buatan , Mahasiswa, Industri, Pendidikan, Pencari Kerja, Digitalisasi, Otomatisasi 
  
  
ABSTRACT 
The involvement of Artificial Intelligence (AI) in the industrial world has brought significant changes in the service, health, agricultural, and other sectors. The existence of AI is essential for the competitiveness of company innovation in creating products and services. However, there is a double standard phenomenon among students. As consumers, they accept and trust products produced with the help of AI. On the other hand, job seekers are concerned that AI will replace humans in the workforce. This study aims to diagnose students' attitudes towards the involvement of AI in industry and verify the effectiveness of current educational methods in dealing with the development of AI. The techniques used include a survey of students in the technology field to measure their awareness of the potential and implications of AI, their level of concern about replacing human workers, and their agreement with the integration of AI into the educational curriculum. The expected results are an in-depth understanding of how companies should communicate the use of automation and digitalization in marketing and how students, as prospective workers, respond to the presence of AI in the industry. These findings are essential for adjusting educational, industrial, and marketing strategies in the era of ever-growing digitalization and automation. 
Keywords: Artificial Intelligence, Students, Industry, Education, Job Seekers, Digitalization, Automation Collapse",21 November 2024
Masa depan genomik dan kecerdasan buatan,"Dalam dua tahun belakangan ini, kita telah mendapatkan banyak perubahan dalam bidang genomik, termasuk diagnosis berbasis pengurutan DNA yang sangat cepat untuk mendeteksi penyakit langka dan munculnya teknologi yang menjanjikan pengurutan (sequencing) seluruh genom seharga sekitar 1,5 juta rupiah ($100). Pengurutan DNA kemungkinan akan menjadi komoditas dalam waktu dekat karena kombinasi kecepatan dan biaya yang lebih rendah. Perkiraan menunjukkan bahwa penggunaan kecerdasan buatan (artificial intelligence/AI) pada proyek genomik akan menghasilkan hingga 40 exabyte data pada tahun 2030, atau lima hingga sepuluh miliar data. Satu exabyte terdiri dari sekitar satu triliun byte atau satu miliar gigabyte Collapse",1 March 2024
PENGGUNAAN KECERDASAN BUATAN SEBAGAI ALAT BANTU PEMBUATAN KARYA TULIS ILMIAH,"Berdasarkan pembicaraan selama proses belajar mengajar, banyak mahasiswa yang belum memahami tentang cara mendapatkan literatur yang sesuai dalam penulisan artikel, paper maupun skripsi. Nama perangkat lunak (software) kecerdasan buatan (artificial intelegence) yang umum digunakan juga banyak mahasiswa yang baru mendengarnya. Tujuan kegiatan pengabdian kepada masyarakat adalah agar mahasiswa mudah menghasilkan karya tulis ilmiah, paper dan skripsi yag berkualitas. Kegiatan yang dilakukan adalah memberi pelatihan    “Penggunaan Kecerdasan Buatan Sebagai Alat Bantu Pembuatan Karya Tulis Ilmiah”. Aplikasi yang digunakan adalah Google Cendikia (Google Scholar), Mendeley Refference Manager, Mendeley Desktop dan ResearchRabbit. 
Kegiatan pelatihan ini sengaja diberikan kepada mahasiswa semester 6 (enam) yang akan sangat membutuhkan kemampuan mencari literatur diluar materi pembelajaran yang diberikan dosen pengajar mata kuliah agar dapat khususnya menghasilkan skripsi yang berkualitas. 
Target luaran yang diharapkan dari kegiatan ini adalah: (1) Mahasiswa memiliki gambaran tentang karya tulis ilmiah, paper dan skripsi yang berkualitas. (2) Mahasiswa bisa mendapatkan ide atau inspirasi topik dan judul karya tulis ilmiah, paper dan skripsi yang berkualitas . (3) Meningkatnya kemampuan dan kecepatan mahasiswa dalam menghasilkan karya tulis ilmiah, paper dan skripsi yang berkualitas. (4) Mahasiwa menjadi lebih memiliki kemampuan daya saing dengan lebih mudah mendapatkan informasi tentang keadaan saat ini, Program PKM ini terlaksana sesuai rencana. Collapse",20 June 2024
Pelatihan Publikasi Ilmiah: Kecerdasan Buatan Perplexity untuk Membantu Penulisan Ilmiah,"Mitra kegiatan pengabdian kepada masyarakat (PKM) adalah Program Studi Pendidikan Bahasa dan Sastra Indonesia, Fakultas Bahasa dan Sastra, Universitas Negeri Makassar. Berdasarkan kajian analisis situasi dinyatakan bahwa mitra memiliki permasalahan:  terbatasnya pengetahuan mitra dalam menuangkan dan mengorganisasikan  ide dan gagasan dalam bentuk tulisan artikel untuk publikasi jurnal ilmiahdan terbatasnya pengetahuan mitra dalam mengorganisasikan gaya tulisan artikel untuk publikasi jurnal ilmiah sehingga tulisan yang dihasilkan  ditolak oleh jurnal untuk dipublikasikan. Solusi permasalahan yang ditawarkan untuk menyelesaikan masalah mitra yaitu, memberikan pelatihan  publikasi ilmiah: kecerdasan buatan perplexity untuk membantu penulisan ilmiah. Kegiatan Pengabdian Kepada Masyarakat (PKM) ini,  dilaksanakan   dengan menggunakan metode ceramah dan praktik. Pelaksanaan kegiatan mengikuti tahapan yaitu perencenaan, pelatihan dan pendampingan, dan evaluasi. Hasil pelaksanaan kegiatan menunjukkan terjadi peningkatkan kemampuan mitra dalam menulis ilmiah atikel hasil penelitian untuk publikasi pada jurnal. Mitra menunjukkan peningkatan yang jelas dalam keterampilan menulis, baik dari segi struktur maupun substansi tulisan publikasi ilmiah. Mitra berhasil menyelesaikan draft publikasi yang lebih terorganisir dan berkualitas. Selain itu,  meningkatkanya pemahaman mitra mengenai penggunaan alat kecerdasan buatan Perplexity, dalam proses penulisan. Collapse",9 December 2024
Pemanfaatan Kecerdasan Buatan dalam Pembuatan Powerpoint Otomatis untuk Para Guru dengan SlideAI.io,"Kegiatan pengabdian kepada masyarakat ini dilakukan dengan tujuan memperkenalkan dan melatih para guru dalam memanfaatkan kecerdasan buatan untuk membuat presentasi PowerPoint secara otomatis menggunakan platform SlideAI.io. Metode kegiatan yang digunakan meliputi pengenalan platform kepada para guru, pelatihan penggunaan platform, dan evaluasi hasil presentasi yang dibuat. Kegiatan ini dilaksanakan di lingkungan sekolah-sekolah di Kota Pontianak.  Adapun yang menjadi objek dalam kegiatan ini adalah guru penggerak di Kota Pontianak. Hasil kegiatan menunjukkan peningkatan signifikan dalam efisiensi proses pembuatan presentasi, peningkatan daya tarik dan efektivitas presentasi, serta potensi peningkatan minat belajar dan pemahaman siswa terhadap materi pelajaran. Penelitian ini memberikan kontribusi pada pengembangan kemampuan teknologi pendidikan di kalangan pendidik, memperkuat metode pembelajaran yang inovatif, dan meningkatkan kualitas pendidikan di tingkat sekolah. Collapse",6 September 2024
Peran Kecerdasan Buatan dalam Pembelajaran di Era Digital,"Perkembangan teknologi di dunia pendidikan saat ini semakin pesat, hal ini didukung dengan teknologi canggih yang dapat mendukung proses pembelajaran di era digital, salah satu dari perkembangan teknologi itu adalah kecerdasan buatan atau Artifical Inteligence (AI). Perkembangan artificial intelegent (AI) telah mengalami pertumbuhan pesat dalam waktu singkat. Satu di antaranya adalah pemanfaatan ChatGPT dalam konteks pendidikan berbasis teknologi 4.0. Penggunaan teknologi AI seperti ChatGPT membantu meningkatkan keterampilan mengajar, pengembangan profesional, serta memberikan dukungan dalam penilaian dan manajemen pembelajaran baik bagi mahasiswa maupun bagi guru. Pada era digital, kecerdasan buatan (AI) memiliki peran penting dalam meningkatkan pembelajaran. Melalui pengunaan teknologi AI, proses pembelajaran lebih mudah dilaksanakan. Adapun pendekatan penelitian yang digunakan yaitu metode penelitian kualitatif. Teknik pengumpulan data melalui observasi, wawancara, dan dokumentasi. Instrumen penelitian yang digunakan yakni lembar observasi, pedoman wawancara, dan lembar dokumentasi. Teknik analisis data menggunakan teori Miles and Huberman, yakni koleksi data, reduksi data, penyajian data, dan verifikasi data. Hasil penelitian menunjukkan bahwa kecerdasan buatan dalam pembelajaran di era digital memiliki peran yang signifikan khususnya untuk mahasiswa Program Studi Pendidikan Guru Madrasah Ibtidaiyah semester IV. Collapse",15 October 2024
